user_id,duolingo_start_date,daily_goal,highest_course_progress,took_placement_test,purchased_subscription,highest_crown_count,n_active_days,n_lessons_started,n_lessons_completed,longest_streak,n_days_on_platform
35cf0ede72c911e99276dca9049399ef,2/20/18 23:52,,62.0,False,True,113.0,92,191.0,186.0,223,257
35d6a59972c911e9b707dca9049399ef,9/11/17 13:00,,25.0,True,False,154.0,69,200.0,192.0,315,419
35d0062b72c911e99f14dca9049399ef,10/5/18 10:14,50.0,7.0,False,False,10.0,3,19.0,18.0,1,30
35cf368572c911e9a5f5dca9049399ef,7/1/14 22:25,50.0,48.0,True,True,314.0,86,747.0,593.0,110,1587
35d438fa72c911e9829adca9049399ef,12/10/14 19:33,,38.0,False,False,152.0,67,133.0,104.0,2,1425
35d5a85172c911e9acb2dca9049399ef,10/13/15 17:54,,31.0,True,False,189.0,94,456.0,394.0,827,1118
35cca84c72c911e9a148dca9049399ef,9/28/18 16:23,,13.0,False,False,23.0,38,80.0,70.0,15,37
35d5243572c911e9a7fddca9049399ef,10/6/18 7:49,,33.0,False,True,114.0,30,474.0,432.0,30,29
35d574cc72c911e9b1d9dca9049399ef,9/5/18 14:33,,7.0,False,False,14.0,16,102.0,78.0,3,60
35ca8e2b72c911e998cedca9049399ef,1/27/18 4:40,10.0,54.0,True,True,,92,125.0,124.0,159,281
35d610d972c911e99d69dca9049399ef,1/24/17 13:30,20.0,35.0,True,False,195.0,30,121.0,111.0,4,649
35d78e0572c911e98d0ddca9049399ef,10/16/18 16:07,,2.0,False,False,1.0,3,3.0,2.0,1,19
35c9fc6e72c911e99681dca9049399ef,7/8/16 5:45,,58.0,True,False,275.0,91,232.0,232.0,589,849
35d2dce372c911e9bc38dca9049399ef,5/27/15 17:28,,17.0,True,False,25.0,12,89.0,79.0,3,1257
35d1a34c72c911e9a3cedca9049399ef,10/6/16 13:31,10.0,32.0,True,False,117.0,33,67.0,62.0,11,759
35cd8b0f72c911e989d8dca9049399ef,9/5/18 13:21,20.0,12.0,False,False,18.0,40,111.0,69.0,3,60
35d3c2c572c911e9a35bdca9049399ef,6/1/18 19:13,20.0,17.0,True,True,122.0,91,856.0,743.0,142,156
35d3c4f572c911e98f17dca9049399ef,3/10/14 6:53,,34.0,False,False,85.0,89,96.0,97.0,142,1700
35cba76172c911e9a0badca9049399ef,6/11/17 3:55,50.0,18.0,False,False,28.0,2,13.0,11.0,1,511
35d2ed7372c911e99184dca9049399ef,8/18/17 23:11,20.0,41.0,False,False,36.0,19,61.0,49.0,2,443
35cc784a72c911e98bdcdca9049399ef,8/5/18 8:02,10.0,5.0,False,False,11.0,36,65.0,45.0,8,91
35d6bcd972c911e98a6edca9049399ef,6/25/18 21:12,,4.0,False,False,6.0,4,22.0,21.0,1,132
35cdab0c72c911e9aa28dca9049399ef,10/13/15 20:37,50.0,50.0,True,False,178.0,3,17.0,11.0,1,1118
35cf23eb72c911e9a271dca9049399ef,6/11/17 20:50,,58.0,True,False,131.0,75,280.0,270.0,123,511
35cdee1c72c911e9b5e8dca9049399ef,10/28/18 21:01,20.0,3.0,False,False,9.0,8,93.0,84.0,7,7
35cba37872c911e98c1ddca9049399ef,9/18/15 12:56,20.0,15.0,True,False,49.0,1,,,0,1143
35ccfa4072c911e9acc4dca9049399ef,9/19/17 8:55,10.0,32.0,False,False,91.0,95,95.0,95.0,315,411
35d6ac9772c911e9bef6dca9049399ef,3/27/17 1:52,10.0,14.0,False,False,33.0,1,,,0,587
35cfd47372c911e9bc28dca9049399ef,6/9/17 14:11,,10.0,False,False,63.0,50,230.0,192.0,5,513
35d51d0572c911e9baa6dca9049399ef,3/30/15 18:04,,14.0,True,False,13.0,6,15.0,12.0,3,1315
35d4f31172c911e9add0dca9049399ef,10/11/14 5:51,50.0,31.0,True,True,193.0,89,841.0,739.0,172,1485
35d2ca2372c911e9b991dca9049399ef,8/6/16 11:48,,23.0,True,False,45.0,5,25.0,23.0,2,820
35d6a26672c911e99139dca9049399ef,3/24/17 16:16,20.0,13.0,True,False,,2,2.0,0.0,0,590
35d0219772c911e988d0dca9049399ef,9/21/18 11:03,,6.0,True,False,35.0,44,227.0,225.0,44,44
35d12cab72c911e9bef5dca9049399ef,11/1/18 12:41,30.0,11.0,False,False,15.0,2,10.0,10.0,2,3
35d2caa672c911e9918edca9049399ef,9/20/18 19:19,20.0,21.0,True,False,71.0,12,306.0,294.0,4,45
35cfc25172c911e986d5dca9049399ef,1/9/18 23:10,,38.0,False,False,108.0,8,20.0,19.0,3,299
35d719d972c911e99a20dca9049399ef,10/19/15 7:32,,20.0,False,False,61.0,34,181.0,174.0,21,1112
35d6451472c911e9b577dca9049399ef,10/4/18 20:33,,10.0,False,True,67.0,30,321.0,304.0,11,31
35d0455e72c911e9b69edca9049399ef,5/22/17 13:15,20.0,10.0,False,False,49.0,39,198.0,191.0,10,531
35cba2d972c911e99b81dca9049399ef,9/8/17 18:20,,60.0,True,False,117.0,59,147.0,135.0,50,422
35cbb1b072c911e9b0f4dca9049399ef,8/29/17 13:52,50.0,25.0,False,True,80.0,13,47.0,37.0,3,432
35cca69472c911e9b36bdca9049399ef,1/24/18 5:51,,41.0,True,False,168.0,57,73.0,46.0,6,284
35cb330c72c911e993dadca9049399ef,9/11/18 18:42,,10.0,True,False,55.0,15,109.0,78.0,3,54
35d6f30572c911e99c9fdca9049399ef,11/18/14 0:34,,69.0,True,False,56.0,72,208.0,195.0,41,1447
35d1b14772c911e99d05dca9049399ef,1/1/16 3:38,20.0,64.0,False,True,205.0,95,793.0,775.0,1037,1038
35cfd8a872c911e9a869dca9049399ef,10/23/17 11:22,,22.0,True,True,84.0,29,76.0,71.0,4,377
35d4457072c911e9aec0dca9049399ef,9/15/18 17:27,,13.0,True,False,78.0,50,524.0,518.0,38,50
35cb888572c911e98491dca9049399ef,2/27/13 20:12,,64.0,True,True,164.0,60,212.0,198.0,59,2076
35d2cbb372c911e99161dca9049399ef,6/12/18 19:11,50.0,17.0,False,True,78.0,55,389.0,350.0,5,145
35cd332872c911e99232dca9049399ef,10/8/18 19:45,20.0,10.0,True,True,40.0,28,249.0,236.0,26,27
35ceaffd72c911e98c8adca9049399ef,7/28/18 18:07,,15.0,False,True,42.0,64,162.0,157.0,57,99
35d57fd972c911e9815edca9049399ef,5/2/12 14:28,,47.0,False,False,447.0,77,252.0,242.0,37,2377
35d1052b72c911e994c6dca9049399ef,4/12/16 10:51,,50.0,True,False,155.0,57,136.0,99.0,4,936
35d5687572c911e98e3edca9049399ef,6/12/17 14:48,20.0,34.0,False,True,175.0,93,308.0,283.0,72,510
35d76ec572c911e9ae2adca9049399ef,2/21/16 15:48,,44.0,False,False,,85,920.0,830.0,78,987
35cf26d972c911e9a02ddca9049399ef,12/20/16 19:47,10.0,35.0,True,True,71.0,95,219.0,204.0,370,684
35ca24c772c911e99fdcdca9049399ef,8/15/18 19:13,,6.0,False,True,37.0,72,349.0,323.0,74,81
35cde0fd72c911e98a21dca9049399ef,4/1/13 8:52,20.0,11.0,False,False,51.0,58,145.0,128.0,72,2043
35d12ba672c911e99e23dca9049399ef,8/13/18 11:49,50.0,12.0,False,True,69.0,67,1116.0,860.0,28,83
35d7527372c911e9b9f9dca9049399ef,12/7/14 16:21,,,,False,,1,,,0,1428
35d0cee872c911e998bddca9049399ef,11/15/17 14:06,20.0,20.0,True,True,123.0,84,335.0,317.0,139,354
35d0f6ae72c911e997f4dca9049399ef,1/5/15 8:01,,31.0,True,False,,94,638.0,600.0,367,1399
35d77b8a72c911e989e7dca9049399ef,3/9/18 12:18,,29.0,True,True,78.0,55,319.0,301.0,10,240
35d2b74772c911e9b2b4dca9049399ef,4/28/17 3:50,,55.0,True,False,19.0,3,31.0,30.0,1,555
35cd965972c911e9beebdca9049399ef,11/1/18 20:51,,3.0,False,False,6.0,3,33.0,30.0,4,3
35cda7cf72c911e9a388dca9049399ef,8/9/18 15:00,50.0,20.0,True,False,55.0,38,246.0,220.0,3,87
35ce247d72c911e986fbdca9049399ef,1/11/16 19:26,,83.0,True,True,567.0,95,473.0,488.0,792,1028
35d600a372c911e98193dca9049399ef,1/28/18 7:43,,33.0,True,False,201.0,81,477.0,464.0,21,280
35d60a5e72c911e98d5fdca9049399ef,6/16/17 23:16,10.0,18.0,False,False,75.0,50,58.0,54.0,13,506
35d12a1772c911e98bf2dca9049399ef,1/5/17 21:19,20.0,47.0,False,False,185.0,95,492.0,290.0,532,668
35d757d972c911e9878edca9049399ef,9/1/17 18:53,,53.0,False,False,64.0,11,163.0,158.0,2,429
35d2481c72c911e9b082dca9049399ef,5/26/18 10:02,10.0,15.0,True,False,91.0,78,159.0,151.0,30,162
35d05fe672c911e99334dca9049399ef,8/30/18 12:42,,9.0,True,False,,52,72.0,71.0,17,66
35cf894072c911e9b147dca9049399ef,4/28/16 20:39,30.0,64.0,True,False,90.0,17,78.0,70.0,5,920
35ca018c72c911e9a63cdca9049399ef,10/5/18 19:09,,4.0,False,False,19.0,27,137.0,131.0,26,30
35d60aeb72c911e9b0c3dca9049399ef,9/25/17 16:44,,27.0,True,False,108.0,4,1.0,1.0,0,405
35cb47fd72c911e9a0c1dca9049399ef,3/19/18 0:16,10.0,8.0,False,False,44.0,75,136.0,127.0,122,230
35cdff2672c911e9b36ddca9049399ef,10/31/18 17:51,,3.0,True,False,7.0,2,32.0,31.0,2,4
35cc644772c911e99842dca9049399ef,1/5/18 8:25,,18.0,False,False,48.0,41,187.0,156.0,20,303
35d3b90272c911e9bafcdca9049399ef,9/19/16 12:18,10.0,31.0,True,False,132.0,88,124.0,96.0,215,776
35cef1eb72c911e9b6e9dca9049399ef,10/4/18 21:48,50.0,9.0,True,False,18.0,5,35.0,28.0,1,31
35cbc4b872c911e99a2fdca9049399ef,4/16/18 15:07,20.0,17.0,False,False,26.0,22,71.0,21.0,3,202
35cf460f72c911e98c10dca9049399ef,10/2/18 11:07,20.0,6.0,False,True,24.0,33,178.0,112.0,10,33
35ce59e672c911e9868edca9049399ef,10/4/18 6:52,30.0,5.0,False,False,34.0,32,470.0,363.0,32,31
35d2044072c911e99431dca9049399ef,11/4/15 20:36,20.0,60.0,False,True,200.0,84,710.0,620.0,858,1096
35d6287372c911e9ad4ddca9049399ef,4/21/17 20:10,50.0,11.0,False,False,42.0,16,220.0,186.0,5,562
35d6099e72c911e999c8dca9049399ef,9/21/17 19:13,,64.0,False,False,482.0,94,220.0,220.0,281,409
35d74eb372c911e99252dca9049399ef,2/7/16 8:53,10.0,27.0,False,False,100.0,88,99.0,89.0,257,1001
35ca6ffa72c911e993bcdca9049399ef,12/30/14 18:00,50.0,64.0,True,True,238.0,95,508.0,495.0,98,1405
35cf770272c911e99008dca9049399ef,5/15/18 16:35,,14.0,False,False,57.0,20,34.0,32.0,7,173
35cea38f72c911e999eadca9049399ef,11/27/12 20:59,1.0,6.0,False,True,50.0,87,298.0,267.0,57,2168
35d1427572c911e981cadca9049399ef,3/20/16 20:58,50.0,2.0,False,False,2.0,6,15.0,5.0,0,959
35d4240072c911e9a1eddca9049399ef,9/13/16 13:04,,64.0,True,False,68.0,10,11.0,9.0,1,782
35cc8c5472c911e993fcdca9049399ef,10/31/18 11:45,50.0,6.0,False,False,10.0,5,45.0,36.0,5,4
35d270ee72c911e9b042dca9049399ef,6/2/18 21:12,,4.0,True,False,7.0,5,15.0,15.0,5,155
35d10d7372c911e9a6d2dca9049399ef,2/28/17 15:45,30.0,34.0,True,True,180.0,63,492.0,454.0,14,614
35cb5cba72c911e9a7dcdca9049399ef,2/2/18 11:41,,35.0,True,True,173.0,94,705.0,695.0,188,275
35d4ed7372c911e9a096dca9049399ef,12/6/13 16:34,,58.0,False,False,274.0,82,258.0,254.0,11,1794
35d5983072c911e9b9bfdca9049399ef,4/18/17 18:21,50.0,83.0,True,False,300.0,86,662.0,597.0,51,565
35d7691c72c911e9a441dca9049399ef,9/16/16 19:35,,11.0,True,False,31.0,32,135.0,104.0,3,779
35d561f572c911e9a133dca9049399ef,11/1/18 17:02,,16.0,True,False,38.0,4,82.0,80.0,4,3
35cfe60f72c911e9afafdca9049399ef,11/7/15 8:35,20.0,10.0,False,False,21.0,13,44.0,37.0,2,1093
35d02b7872c911e9a1d1dca9049399ef,7/31/13 3:01,,38.0,False,False,123.0,95,359.0,341.0,65,1922
35d50f6e72c911e9873bdca9049399ef,9/12/18 15:32,,17.0,False,False,63.0,50,278.0,276.0,22,53
35cf7b2672c911e996e7dca9049399ef,10/6/17 20:39,,29.0,False,False,95.0,18,25.0,20.0,3,394
35d4907872c911e98214dca9049399ef,10/29/18 9:21,,2.0,False,False,1.0,3,4.0,3.0,1,6
35cb206172c911e9b37bdca9049399ef,4/25/18 0:29,,7.0,True,False,53.0,55,144.0,118.0,12,193
35d14a4572c911e98fe8dca9049399ef,4/18/18 13:57,,33.0,True,False,,86,163.0,157.0,111,200
35d1852e72c911e989c0dca9049399ef,11/16/12 20:58,50.0,8.0,False,True,26.0,14,135.0,129.0,4,2179
35cc0fe172c911e9bf78dca9049399ef,2/13/15 15:30,,35.0,False,True,293.0,93,749.0,736.0,582,1360
35d1326672c911e98f41dca9049399ef,9/1/18 23:25,30.0,32.0,False,True,78.0,63,450.0,414.0,20,64
35d6842172c911e9b447dca9049399ef,11/1/18 11:13,30.0,2.0,False,False,9.0,4,48.0,46.0,4,3
35ccd1dc72c911e9887bdca9049399ef,7/30/18 19:03,,17.0,True,False,154.0,75,915.0,885.0,11,97
35cd3ccf72c911e9a4d4dca9049399ef,3/4/18 23:41,50.0,32.0,False,False,153.0,50,317.0,287.0,18,245
35d3056e72c911e9a652dca9049399ef,11/24/13 22:56,20.0,34.0,False,True,265.0,95,597.0,467.0,199,1806
35cf666672c911e982c8dca9049399ef,2/9/18 7:48,20.0,26.0,True,False,146.0,62,188.0,168.0,155,268
35d5ad9972c911e9b01fdca9049399ef,4/25/18 14:43,,11.0,False,False,76.0,90,272.0,259.0,192,193
35cf595c72c911e980b3dca9049399ef,6/6/18 5:50,20.0,64.0,True,True,199.0,94,286.0,262.0,147,151
35d1641772c911e9a949dca9049399ef,4/24/18 17:50,,30.0,True,True,178.0,87,736.0,650.0,20,194
35cc2fe872c911e99c56dca9049399ef,8/10/15 15:46,20.0,18.0,False,True,68.0,95,194.0,190.0,120,1182
35ce866172c911e99839dca9049399ef,10/11/18 16:36,,12.0,False,True,49.0,24,258.0,239.0,23,24
35cd68d472c911e98899dca9049399ef,10/10/15 3:26,,27.0,False,False,81.0,13,5.0,4.0,3,1121
35d1392b72c911e99390dca9049399ef,7/31/16 15:08,,31.0,False,False,202.0,28,36.0,38.0,2,826
35d1ac0a72c911e9b9bbdca9049399ef,4/26/15 10:55,30.0,6.0,False,True,25.0,18,144.0,123.0,9,1288
35cacb3a72c911e980cadca9049399ef,6/17/16 21:38,,19.0,False,False,109.0,3,5.0,4.0,6,870
35cf869772c911e9ba0bdca9049399ef,6/30/17 12:28,30.0,25.0,True,False,78.0,2,10.0,9.0,1,492
35d5eaba72c911e99972dca9049399ef,8/15/17 22:33,,34.0,True,True,292.0,94,542.0,523.0,408,446
35cddb7372c911e9ab26dca9049399ef,4/7/17 11:56,,32.0,True,False,,74,524.0,510.0,34,576
35ca0fba72c911e9a440dca9049399ef,11/4/13 15:25,,64.0,False,False,282.0,37,228.0,203.0,3,1826
35cb115772c911e9a7acdca9049399ef,7/12/18 23:04,,22.0,True,True,118.0,78,556.0,527.0,18,115
35d0e48c72c911e99c7cdca9049399ef,2/6/18 9:08,50.0,34.0,True,False,26.0,16,54.0,52.0,9,271
35cee4e172c911e99ab2dca9049399ef,8/2/17 16:21,,16.0,True,True,113.0,79,399.0,387.0,61,459
35d22e5172c911e9bef8dca9049399ef,3/11/17 20:50,,32.0,False,False,,86,193.0,182.0,106,603
35cc181172c911e982e6dca9049399ef,4/17/15 5:56,30.0,55.0,False,True,242.0,66,371.0,366.0,66,1297
35cde4c772c911e9af83dca9049399ef,10/23/18 15:23,50.0,9.0,True,True,31.0,12,243.0,237.0,8,12
35cbf8fd72c911e99912dca9049399ef,10/25/16 14:03,,5.0,True,True,15.0,23,145.0,140.0,19,740
35d6f1c572c911e9b1b6dca9049399ef,2/8/18 13:41,10.0,17.0,False,False,26.0,41,148.0,107.0,7,269
35d3b88072c911e981e7dca9049399ef,9/25/18 16:20,,31.0,True,False,85.0,9,98.0,94.0,6,40
35caa46672c911e985bbdca9049399ef,9/7/17 21:22,,34.0,True,False,180.0,18,52.0,51.0,4,423
35cc550272c911e983c1dca9049399ef,11/19/17 3:32,20.0,64.0,True,True,147.0,77,184.0,183.0,221,350
35d428eb72c911e9a933dca9049399ef,2/16/17 7:29,,21.0,False,False,85.0,27,181.0,144.0,24,626
35d1874072c911e9a952dca9049399ef,8/7/13 17:34,,34.0,False,False,48.0,4,13.0,13.0,1,1915
35d09d8072c911e980bcdca9049399ef,7/23/18 13:03,,19.0,True,False,87.0,95,615.0,589.0,105,104
35ce7fb572c911e99afcdca9049399ef,9/25/18 20:08,,7.0,True,False,14.0,24,127.0,123.0,22,40
35d1977572c911e98638dca9049399ef,9/15/17 19:35,,35.0,True,False,209.0,82,331.0,254.0,16,415
35d3fda372c911e9ae5ddca9049399ef,12/8/14 22:01,50.0,35.0,False,True,199.0,87,186.0,173.0,359,1427
35cec7e372c911e9981edca9049399ef,1/30/16 12:46,10.0,57.0,False,True,275.0,95,486.0,455.0,1008,1009
35d120ca72c911e99aa1dca9049399ef,3/31/17 6:40,10.0,41.0,True,False,59.0,74,83.0,86.0,69,583
35d6de9972c911e98088dca9049399ef,6/2/17 8:43,50.0,83.0,True,True,446.0,93,881.0,818.0,511,520
35d2a92172c911e9b199dca9049399ef,3/18/18 16:56,,9.0,False,False,19.0,6,28.0,27.0,2,231
35d2250572c911e9b6d2dca9049399ef,10/21/18 21:16,,31.0,True,False,115.0,10,151.0,143.0,6,14
